,ID,Name,N_from,N_from_2023,N_to,N_to_2023,delay_frac_from,delay_frac_from_2023,delay_frac_to,delay_frac_to_2023
35,10731,"Brunswick, GA: Brunswick Golden Isles",8998,482,9019,483,0.12991775950211157,0.13070539419087138,0.1683113427209225,0.13664596273291926
216,14113,"Pocatello, ID: Pocatello Regional",8601,243,8599,242,0.06406231833507732,0.02880658436213992,0.06221653680660542,0.028925619834710745
23,10551,"Bethel, AK: Bethel Airport",8482,469,8493,469,0.11506720113180853,0.2814498933901919,0.08877899446603085,0.1513859275053305
56,11041,"Carlsbad, CA: McClellan-Palomar",7920,0,7932,0,0.13674242424242425,,0.15481593545133637,
190,13459,"Marquette, MI: Marquette Sawyer Regional",7872,473,7894,473,0.16272865853658536,0.15856236786469344,0.19077780592855334,0.2029598308668076
220,14254,"Ponce, PR: Mercedita",7838,715,7883,725,0.19316152079612145,0.3384615384615385,0.311556514017506,0.49379310344827587
292,10154,"Nantucket, MA: Nantucket Memorial",7820,1214,7873,1235,0.23542199488491047,0.2553542009884679,0.18900038104915534,0.22995951417004049
323,13933,"Worcester, MA: Worcester Regional",7668,1053,7773,1059,0.21830985915492956,0.23646723646723647,0.2353016853209829,0.22568460812086874
318,14520,"Rhinelander, WI: Rhinelander/Oneida County",7444,476,7507,478,0.11284255776464266,0.07983193277310924,0.11122951911549221,0.08786610878661087
245,14709,"Deadhorse, AK: Deadhorse Airport",7399,272,7508,272,0.10204081632653061,0.08088235294117647,0.10029302077783697,0.09558823529411764
271,15295,"Toledo, OH: Eugene F Kranz Toledo Express",7310,276,7331,276,0.16580027359781122,0.26811594202898553,0.18333105988268994,0.19202898550724637
312,14150,"Pellston, MI: Pellston Regional Airport of Emmet County",7308,505,7393,508,0.13615216201423097,0.18811881188118812,0.14513729203300418,0.1889763779527559
38,10754,"Barrow, AK: Wiley Post/Will Rogers Memorial",7276,236,7333,237,0.14004947773501925,0.3050847457627119,0.1186417564434747,0.23628691983122363
166,13127,"Lewiston, ID: Lewiston Nez Perce County",7265,482,7275,482,0.05946317962835513,0.17219917012448133,0.055807560137457045,0.13485477178423236
208,13970,"Kotzebue, AK: Ralph Wien Memorial",7229,378,7306,385,0.12270023516392309,0.06613756613756613,0.09389542841500137,0.14285714285714285
203,13873,"Nome, AK: Nome Airport",7222,392,7280,392,0.12184990307394074,0.1326530612244898,0.1103021978021978,0.12755102040816327
173,13241,"Meridian, MS: Key Field",6927,471,6940,471,0.20701602425292334,0.20382165605095542,0.19423631123919308,0.21231422505307856
63,11097,"Cody, WY: Yellowstone Regional",6918,17,6963,17,0.12532523850823937,0.17647058823529413,0.12623869021973289,0.17647058823529413
114,11980,"Grand Island, NE: Central Nebraska Regional",6903,608,6927,611,0.1680428799072867,0.22039473684210525,0.16601703479139598,0.16039279869067102
315,11577,"Erie, PA: Erie International/Tom Ridge Field",6890,221,6901,220,0.13599419448476052,0.12217194570135746,0.16693232864802202,0.22272727272727272
287,10141,"Aberdeen, SD: Aberdeen Regional",6883,471,6896,472,0.09472613685892779,0.09129511677282377,0.09266241299303944,0.07415254237288135
283,15841,"Wrangell, AK: Wrangell Airport",6883,470,6925,473,0.12930408252215603,0.1425531914893617,0.15335740072202167,0.17124735729386892
221,14256,"Petersburg, AK: Petersburg James A Johnson",6878,467,6910,474,0.13623146263448677,0.14132762312633834,0.147178002894356,0.1540084388185654
49,10926,"Cordova, AK: Merle K Mudhole Smith",6875,475,6900,474,0.11549090909090909,0.14736842105263157,0.11768115942028985,0.1729957805907173
288,10631,"Bemidji, MN: Bemidji Regional",6853,460,6862,462,0.09309791332263243,0.0891304347826087,0.09166423783153599,0.08441558441558442
285,15991,"Yakutat, AK: Yakutat Airport",6833,462,6900,479,0.10727352553783111,0.15584415584415584,0.12289855072463768,0.17954070981210857
336,12898,"Latrobe, PA: Arnold Palmer Regional",6807,348,6822,352,0.15660349640076393,0.3074712643678161,0.20712401055408972,0.30113636363636365
87,11525,"Elko, NV: Elko Regional",6761,243,6772,243,0.05709214613222896,0.06584362139917696,0.05921441228588305,0.05761316872427984
209,14006,"Paducah, KY: Barkley Regional",6725,0,6771,0,0.1458736059479554,,0.1880076798109585,
295,10728,"Beaumont/Port Arthur, TX: Jack Brooks Regional",6692,472,6724,469,0.16885833831440525,0.1228813559322034,0.18947055324211778,0.11513859275053305
39,10779,"Butte, MT: Bert Mooney",6581,441,6622,445,0.06032517854429418,0.04081632653061224,0.054817275747508304,0.04269662921348315
62,11076,"Hancock/Houghton, MI: Houghton County Memorial",6540,426,6564,431,0.1712538226299694,0.2347417840375587,0.215569774527727,0.23665893271461716
145,12511,"Joplin, MO: Joplin Regional",6492,409,6516,409,0.16081330868761554,0.19315403422982885,0.18738489871086556,0.17114914425427874
304,12129,"Hibbing, MN: Range Regional",6445,488,6480,487,0.08456167571761056,0.09016393442622951,0.08364197530864198,0.07597535934291581
302,10739,"Brainerd, MN: Brainerd Lakes Regional",6206,408,6221,408,0.09490815339993555,0.08823529411764706,0.10287735090821411,0.0857843137254902
48,10918,"Cedar City, UT: Cedar City Regional",6193,410,6201,410,0.07960600678185048,0.07317073170731707,0.061119174326721495,0.05365853658536585
332,12519,"Jamestown, ND: Jamestown Regional",6161,431,6292,430,0.14218471027430613,0.10440835266821345,0.13668150031786394,0.11162790697674418
267,15048,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",6120,477,6124,462,0.2011437908496732,0.16561844863731656,0.20672762900065317,0.19913419913419914
374,14004,"Everett, WA: Snohomish County",6006,478,5987,479,0.15318015318015318,0.14853556485355648,0.16368799064640052,0.15866388308977036
84,11471,"Eau Claire, WI: Chippewa Valley Regional",5949,0,5957,0,0.1375021011934779,,0.19070001678697332,
8,10170,"Kodiak, AK: Kodiak Airport",5946,512,5952,514,0.10225361587621931,0.107421875,0.09173387096774194,0.13229571984435798
305,12335,"Iron Mountain/Kingsfd, MI: Ford",5942,471,5966,476,0.12958599798047796,0.14861995753715498,0.1190077103586993,0.12394957983193278
371,12124,"Hilton Head, SC: Hilton Head Airport",5933,1290,5972,1303,0.18068430810719704,0.21472868217054264,0.15170797052913595,0.13584036838066002
109,11905,"Longview, TX: East Texas Regional",5929,470,5945,472,0.14218249283184348,0.13191489361702127,0.13641715727502102,0.10805084745762712
290,11867,"Garden City, KS: Garden City Regional",5832,466,5846,466,0.12980109739368997,0.12446351931330472,0.15480670543961683,0.13948497854077252
182,13344,"Muskegon, MI: Muskegon County",5821,0,5839,0,0.18003779419343754,,0.1877033738653879,
316,12397,"Ithaca/Cortland, NY: Ithaca Tompkins International",5723,462,5743,460,0.13838895684081776,0.11471861471861472,0.14957339369667422,0.1826086956521739
313,10577,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",5552,422,5565,423,0.1340057636887608,0.12796208530805686,0.16298292902066486,0.19858156028368795
258,14905,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",5535,69,5563,69,0.13839205058717255,0.42028985507246375,0.1513571813769549,0.2608695652173913
306,12343,"International Falls, MN: Falls International Einarson Field",5512,410,5535,410,0.10141509433962265,0.1024390243902439,0.10948509485094851,0.1073170731707317
309,12888,"Laramie, WY: Laramie Regional",5474,394,5483,389,0.11910851297040555,0.16751269035532995,0.15721320445011855,0.17480719794344474
333,12255,"Hays, KS: Hays Regional",5469,477,5513,481,0.1442676906198574,0.16142557651991615,0.1588971521857428,0.1683991683991684
314,11013,"Sault Ste. Marie, MI: Chippewa County International",5394,472,5416,478,0.13922877271041897,0.17372881355932204,0.13903249630723782,0.15271966527196654
301,10333,"Alpena, MI: Alpena County Regional",5296,232,5286,234,0.13708459214501512,0.21551724137931033,0.13356034808929246,0.19658119658119658
126,12177,"Hobbs, NM: Lea County Regional",5245,0,5244,0,0.11496663489037179,,0.17505720823798626,
303,11587,"Escanaba, MI: Delta County",5092,466,5119,468,0.1368813825608798,0.13304721030042918,0.1426059777300254,0.12179487179487179
289,10268,"Waterloo, IA: Waterloo Regional",4932,71,4950,71,0.1549067315490673,0.18309859154929578,0.19414141414141414,0.1267605633802817
122,12016,"Guam, TT: Guam International",4873,496,4873,495,0.15124153498871332,0.12096774193548387,0.21855120049250976,0.2080808080808081
121,12012,"Gunnison, CO: Gunnison-Crested Butte Regional",4512,504,4524,500,0.19680851063829788,0.20436507936507936,0.23342175066312998,0.24
334,14109,"Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional",4460,412,4467,412,0.1556053811659193,0.14320388349514562,0.21177524065368256,0.14320388349514562
75,11274,"Dubuque, IA: Dubuque Regional",4393,0,4409,0,0.15570225358524925,,0.18099342254479472,
337,14025,"Plattsburgh, NY: Plattsburgh International",4319,289,4323,289,0.2116230608937254,0.31833910034602075,0.18575063613231552,0.16608996539792387
330,11447,"Devils Lake, ND: Devils Lake Regional",4248,416,4246,431,0.1370056497175141,0.16346153846153846,0.15167216203485634,0.11136890951276102
293,13541,"Martha's Vineyard, MA: Martha's Vineyard Airport",4124,922,4156,932,0.2725509214354995,0.29392624728850325,0.19345524542829645,0.23068669527896996
29,10643,"Branson, MO: Branson Airport",3890,0,3908,0,0.1673521850899743,,0.18858751279426816,
362,14314,"Provo, UT: Provo Municipal",3878,1350,3865,1339,0.2184115523465704,0.2,0.306856403622251,0.4705003734129948
321,11315,"Dickinson, ND: Dickinson - Theodore Roosevelt Regional",3872,404,3884,403,0.13068181818181818,0.15099009900990099,0.1531925849639547,0.2506203473945409
350,10676,"Belleville, IL: Scott AFB MidAmerica St Louis",3860,728,3865,728,0.28808290155440414,0.25961538461538464,0.19404915912031048,0.15796703296703296
207,13964,"North Bend/Coos Bay, OR: Southwest Oregon Regional",3790,230,3841,231,0.3427440633245383,0.16521739130434782,0.3072116636292632,0.19047619047619047
355,12917,"Columbus, OH: Rickenbacker International",3770,702,3774,703,0.2936339522546419,0.2905982905982906,0.21515633280339164,0.21906116642958748
354,12544,"Concord, NC: Concord Padgett Regional",3648,487,3657,488,0.27631578947368424,0.33059548254620125,0.2124692370795734,0.24795081967213115
335,12265,"Niagara Falls, NY: Niagara Falls International",3474,234,3489,234,0.21848013816925735,0.2863247863247863,0.1582115219260533,0.1452991452991453
54,11002,"Chico, CA: Chico Regional",3175,0,3163,0,0.2595275590551181,,0.287069238065128,
327,14288,"Pueblo, CO: Pueblo Memorial",3059,25,3074,25,0.15299117358613926,0.08,0.1512687052700065,0.04
50,10930,"Crescent City, CA: Jack McNamara Field",2878,0,2938,0,0.37595552466990967,,0.33356024506466986,
370,14877,"Salina, KS: Salina Regional",2865,477,2859,482,0.19720767888307156,0.1740041928721174,0.18153200419727178,0.17012448132780084
345,11027,"Clarksburg/Fairmont, WV: North Central West Virginia",2843,155,2844,155,0.20787900105522336,0.27741935483870966,0.2007735583684951,0.14838709677419354
348,15074,"Stillwater, OK: Stillwater Regional",2796,471,2810,474,0.10586552217453506,0.10191082802547771,0.11814946619217082,0.11181434599156118
229,14512,"Rockford, IL: Chicago/Rockford International",2758,485,2756,485,0.25453226976069615,0.26597938144329897,0.17126269956458637,0.16082474226804125
325,11092,"Moab, UT: Canyonlands Regional",2755,394,2766,397,0.12304900181488203,0.13959390862944163,0.12689804772234273,0.1309823677581864
363,14716,"Stockton, CA: Stockton Metro",2725,353,2726,353,0.34458715596330275,0.45892351274787535,0.2421129860601614,0.3087818696883853
378,16869,"Williston, ND: Williston Basin International",2694,1056,2707,1059,0.1514476614699332,0.14299242424242425,0.14739564093091984,0.14919735599622286
188,13424,"Modesto, CA: Modesto City-County-Harry Sham Field",2619,0,2603,0,0.26384116074837727,,0.30234344986553974,
326,15582,"Vernal, UT: Vernal Regional",2482,388,2497,391,0.11563255439161967,0.17783505154639176,0.1277533039647577,0.17902813299232737
300,15897,"West Yellowstone, MT: Yellowstone",2470,211,2476,211,0.07732793522267206,0.07109004739336493,0.06663974151857835,0.061611374407582936
338,10558,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",2242,382,2251,383,0.11329170383586083,0.09162303664921466,0.16081741448245224,0.17232375979112272
352,12223,"Ashland, WV: Tri-State/Milton J. Ferguson Field",2238,287,2250,287,0.30741733690795353,0.3623693379790941,0.20577777777777778,0.20905923344947736
367,12899,"North Platte, NE: North Platte Regional Airport Lee Bird Field",2231,440,2242,445,0.105333930972658,0.1590909090909091,0.1672613737734166,0.18651685393258427
298,11415,"Del Rio, TX: Del Rio International",2222,178,2225,176,0.1251125112511251,0.12921348314606743,0.13752808988764045,0.11363636363636363
368,12902,"Liberal, KS: Liberal Mid-America Regional",2168,405,2172,406,0.12915129151291513,0.1308641975308642,0.15515653775322283,0.14532019704433496
372,14237,"Prescott, AZ: Prescott Regional Ernest A Love Field",2155,474,2158,475,0.19721577726218098,0.23628691983122363,0.19184430027803523,0.21894736842105264
356,13139,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",2125,0,2130,0,0.16611764705882354,,0.19295774647887323,
347,10967,"Cape Girardeau, MO: Cape Girardeau Regional",2066,0,2041,0,0.1606969990319458,,0.19941205291523764,
165,13121,"Lewisburg, WV: Greenbrier Valley",2021,0,2025,0,0.20583869371598218,,0.21580246913580248,
310,14802,"Staunton, VA: Shenandoah Valley Regional",1988,0,1988,0,0.17857142857142858,,0.19164989939637828,
353,12244,"New Haven, CT: Tweed New Haven",1950,0,1971,0,0.1517948717948718,,0.17757483510908167,
161,13024,"Klamath Falls, OR: Crater Lake Klamath Regional",1754,0,1787,0,0.06898517673888255,,0.13206491326245104,
186,13388,"Mammoth Lakes, CA: Mammoth Lakes Airport",1723,0,1760,0,0.26523505513639,,0.20795454545454545,
14,10361,"Watertown, NY: Watertown International",1635,0,1655,0,0.1779816513761468,,0.22114803625377644,
383,11288,"Decatur, IL: Decatur Airport",1633,639,1642,642,0.1494182486221678,0.18153364632237873,0.1723507917174178,0.21339563862928349
349,15454,"Quincy, IL: Quincy Regional-Baldwin Field",1525,0,1546,0,0.2124590163934426,,0.2257438551099612,
373,11468,"Kearney, NE: Kearney Regional",1424,0,1422,0,0.09901685393258428,,0.16666666666666666,
71,11233,"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",1406,152,1404,152,0.14722617354196302,0.17105263157894737,0.14743589743589744,0.17105263157894737
291,14955,"Saipan, TT: Francisco C. Ada Saipan International",1373,262,1377,262,0.08157319737800436,0.061068702290076333,0.07262164124909223,0.05343511450381679
388,14303,"Pullman, WA: Pullman Moscow Regional",1350,0,1353,0,0.1562962962962963,,0.11603843311160385,
361,14259,"Portsmouth, NH: Portsmouth International at Pease",1332,248,1334,248,0.27102102102102105,0.2862903225806452,0.16266866566716642,0.21370967741935484
140,12436,"Inyokern, CA: Inyokern Airport",1193,0,1199,0,0.04777870913663034,,0.13844870725604672,
322,12320,"Wilmington, DE: New Castle",1186,0,1187,0,0.22934232715008432,,0.32687447346251053,
386,12559,"Johnstown, PA: John Murtha Johnstown-Cambria County",1168,475,1170,472,0.1618150684931507,0.13894736842105262,0.16153846153846155,0.1673728813559322
297,11336,"Dillingham, AK: Dillingham Airport",1164,112,1166,112,0.18213058419243985,0.13392857142857142,0.12264150943396226,0.08928571428571429
294,10245,"King Salmon, AK: King Salmon Airport",1149,183,1152,183,0.206266318537859,0.18579234972677597,0.1171875,0.1366120218579235
369,14092,"Greenville, NC: Pitt Greenville",1059,113,1064,113,0.24079320113314448,0.13274336283185842,0.231203007518797,0.07079646017699115
390,14812,"Sheridan, WY: Sheridan County",1029,411,1026,413,0.08357628765792031,0.07785888077858881,0.12378167641325535,0.14527845036319612
392,15569,"Victoria, TX: Victoria Regional",1001,416,1004,417,0.09090909090909091,0.10336538461538461,0.12848605577689243,0.13189448441247004
328,15008,"St. Cloud, MN: St. Cloud Regional",989,90,995,90,0.243680485338726,0.1,0.23618090452261306,0.022222222222222223
382,11283,"Dodge City, KS: Dodge City Regional",988,395,1003,406,0.15789473684210525,0.16455696202531644,0.14057826520438685,0.15270935960591134
317,14222,"Pago Pago, TT: Pago Pago International",964,89,964,88,0.2095435684647303,0.24719101123595505,0.1421161825726141,0.2727272727272727
7,10165,"Adak Island, AK: Adak",959,65,961,65,0.28362877997914493,0.15384615384615385,0.10197710718002082,0.07692307692307693
137,12363,"El Centro, CA: Imperial County",937,0,939,0,0.10138740661686232,,0.13738019169329074,
385,11725,"Fort Dodge, IA: Fort Dodge Regional",903,405,902,399,0.14839424141749724,0.16790123456790124,0.14412416851441243,0.17543859649122806
387,13211,"Mason City, IA: Mason City Municipal",889,398,900,407,0.15748031496062992,0.18090452261306533,0.16555555555555557,0.18181818181818182
358,13832,"Ogdensburg, NY: Ogdensburg International",862,0,873,0,0.19605568445475638,,0.1718213058419244,
331,12250,"Hyannis, MA: Cape Cod Gateway",841,182,848,185,0.26872770511296074,0.2692307692307692,0.17806603773584906,0.2
299,11997,"Gustavus, AK: Gustavus Airport",800,75,800,75,0.18,0.09333333333333334,0.11,0.06666666666666667
380,10275,"Walla Walla, WA: Walla Walla Regional",696,106,700,106,0.09770114942528736,0.11320754716981132,0.11,0.07547169811320754
351,12119,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",692,161,691,161,0.32803468208092484,0.32919254658385094,0.20694645441389292,0.2484472049689441
389,14534,"Riverton/Lander, WY: Central Wyoming Regional",659,275,664,276,0.09256449165402124,0.09818181818181818,0.14156626506024098,0.16666666666666666
376,14120,"Pierre, SD: Pierre Regional",631,0,632,0,0.15055467511885895,,0.15981012658227847,
393,16101,"Yakima, WA: Yakima Air Terminal/McAllister Field",593,0,595,0,0.13490725126475547,,0.13277310924369748,
329,15497,"St. Augustine, FL: Northeast Florida Regional",586,0,593,0,0.2935153583617747,,0.23440134907251264,
384,11470,"Wenatchee, WA: Pangborn Memorial",584,0,584,0,0.1558219178082192,,0.136986301369863,
381,10617,"Bishop, CA: Bishop Airport",526,212,529,214,0.2414448669201521,0.22169811320754718,0.27032136105860116,0.2383177570093458
375,10409,"Watertown, SD: Watertown Regional",499,0,496,0,0.156312625250501,,0.17943548387096775,
391,15138,"Fort Leonard Wood, MO: Waynesville-St. Robert Regional Forney Field",462,0,461,0,0.11471861471861472,,0.1279826464208243,
324,11726,"Topeka, KS: Topeka Regional",421,0,420,0,0.2161520190023753,,0.36666666666666664,
343,10590,"Bullhead City, AZ: Laughlin/Bullhead International",364,0,365,0,0.13736263736263737,,0.11506849315068493,
359,13983,"Owensboro, KY: Owensboro Daviess County Regional",335,43,335,43,0.32238805970149254,0.27906976744186046,0.23880597014925373,0.18604651162790697
366,11699,"Florence, SC: Florence Regional",277,0,278,0,0.148014440433213,,0.16546762589928057,
357,13829,"Ogden, UT: Ogden-Hinckley",256,0,256,0,0.3515625,,0.1796875,
379,10272,"Alamosa, CO: San Luis Valley Regional/Bergman Field",238,0,237,0,0.08403361344537816,,0.1518987341772152,
377,10562,"Mobile, AL: Mobile International",151,0,154,0,0.18543046357615894,,0.17532467532467533,
320,13203,"Macon, GA: Middle Georgia Regional",2,0,0,0,0.5,,,
365,16133,"Youngstown/Warren, OH: Youngstown-Warren Regional",2,0,2,0,0.5,,0.5,
339,11495,"Houston, TX: Ellington",1,0,0,0,0.0,,,
342,15235,"Tokeen, AK: Tokeen Airport",1,0,0,0,1.0,,,
341,11563,"Wendover, UT: Wendover Airport",1,0,0,0,1.0,,,
346,11719,"Fort Collins/Loveland, CO: Northern Colorado Regional",0,0,1,0,,,0.0,
